  +0.0000000000000000E+00	  +9.9999990463256836E+00	  +0.0000000000000000E+00	
  +1.0000000000000000E+00	  +9.9999990463256836E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+00	  +1.5302858352661133E+01	  +2.5199998046875000E+04	
  +3.0000000000000000E+00	  +1.6135868072509766E+01	  +2.5249498046875000E+04	
  +4.0000000000000000E+00	  +1.6549329757690430E+01	  +2.5200000000000000E+04	
  +5.0000000000000000E+00	  +1.6842752456665039E+01	  +2.5200000000000000E+04	
  +6.0000000000000000E+00	  +1.7070384979248047E+01	  +2.5199994140625000E+04	
  +7.0000000000000000E+00	  +1.7269205093383789E+01	  +2.5258275390625000E+04	
  +8.0000000000000000E+00	  +1.7417181015014648E+01	  +2.5199996093750000E+04	
  +9.0000000000000000E+00	  +1.7553955078125000E+01	  +2.5200003906250000E+04	
  +1.0000000000000000E+01	  +1.7675571441650391E+01	  +2.5199994140625000E+04	
  +1.1000000000000000E+01	  +1.7784851074218750E+01	  +2.5200000000000000E+04	
  +1.2000000000000000E+01	  +1.7884065628051758E+01	  +2.5200001953125000E+04	
  +1.3000000000000000E+01	  +1.7974924087524414E+01	  +2.5199996093750000E+04	
  +1.4000000000000000E+01	  +1.8058740615844727E+01	  +2.5199996093750000E+04	
  +1.5000000000000000E+01	  +1.8136539459228516E+01	  +2.5200001953125000E+04	
  +1.6000000000000000E+01	  +1.8209133148193359E+01	  +2.5199996093750000E+04	
  +1.7000000000000000E+01	  +1.8277185440063477E+01	  +2.5200001953125000E+04	
  +1.8000000000000000E+01	  +1.8341234207153320E+01	  +2.5199998046875000E+04	
  +1.9000000000000000E+01	  +1.8401729583740234E+01	  +2.5200001953125000E+04	
  +2.0000000000000000E+01	  +1.8446039199829102E+01	  +2.5138175781250000E+04	
  +2.1000000000000000E+01	  +1.8501594543457031E+01	  +2.5152970703125000E+04	
  +2.2000000000000000E+01	  +1.8553632736206055E+01	  +2.5156353515625000E+04	
  +2.3000000000000000E+01	  +1.8604177474975586E+01	  +2.5162900390625000E+04	
  +2.4000000000000000E+01	  +1.8652660369873047E+01	  +2.5168646484375000E+04	
  +2.5000000000000000E+01	  +1.8699268341064453E+01	  +2.5174218750000000E+04	
  +2.6000000000000000E+01	  +1.8744085311889648E+01	  +2.5179402343750000E+04	
  +2.7000000000000000E+01	  +1.8787229537963867E+01	  +2.5184273437500000E+04	
  +2.8000000000000000E+01	  +1.8828805923461914E+01	  +2.5188810546875000E+04	
  +2.9000000000000000E+01	  +1.8868923187255859E+01	  +2.5193066406250000E+04	
  +3.0000000000000000E+01	  +1.8907667160034180E+01	  +2.5197039062500000E+04	
  +3.1000000000000000E+01	  +1.8945125579833984E+01	  +2.5200000000000000E+04	
  +3.2000000000000000E+01	  +1.8981483459472656E+01	  +2.5204830078125000E+04	
  +3.3000000000000000E+01	  +1.9016508102416992E+01	  +2.5207478515625000E+04	
  +3.4000000000000000E+01	  +1.9050592422485352E+01	  +2.5210683593750000E+04	
  +3.5000000000000000E+01	  +1.9083656311035156E+01	  +2.5213582031250000E+04	
  +3.6000000000000000E+01	  +1.9115781784057617E+01	  +2.5216349609375000E+04	
  +3.7000000000000000E+01	  +1.9147012710571289E+01	  +2.5218958984375000E+04	
  +3.8000000000000000E+01	  +1.9177398681640625E+01	  +2.5221435546875000E+04	
  +3.9000000000000000E+01	  +1.9206981658935547E+01	  +2.5223779296875000E+04	
  +4.0000000000000000E+01	  +1.9235809326171875E+01	  +2.5226015625000000E+04	
  +4.1000000000000000E+01	  +1.9263910293579102E+01	  +2.5228130859375000E+04	
  +4.2000000000000000E+01	  +1.9291326522827148E+01	  +2.5230152343750000E+04	
  +4.3000000000000000E+01	  +1.9318086624145508E+01	  +2.5232082031250000E+04	
  +4.4000000000000000E+01	  +1.9344221115112305E+01	  +2.5233914062500000E+04	
  +4.5000000000000000E+01	  +1.9362255096435547E+01	  +2.5200001953125000E+04	
  +4.6000000000000000E+01	  +1.9394309997558594E+01	  +2.5240878906250000E+04	
  +4.7000000000000000E+01	  +1.9410478591918945E+01	  +2.5200001953125000E+04	
  +4.8000000000000000E+01	  +1.9432910919189453E+01	  +2.5199998046875000E+04	
  +4.9000000000000000E+01	  +1.9464609146118164E+01	  +2.5243873046875000E+04	
  +5.0000000000000000E+01	  +1.9487480163574219E+01	  +2.5240496093750000E+04	
  +5.1000000000000000E+01	  +1.9501352310180664E+01	  +2.5199996093750000E+04	
  +5.2000000000000000E+01	  +1.9532348632812500E+01	  +2.5249783203125000E+04	
  +5.3000000000000000E+01	  +1.9553512573242188E+01	  +2.5244363281250000E+04	
  +5.4000000000000000E+01	  +1.9565279006958008E+01	  +2.5200001953125000E+04	
  +5.5000000000000000E+01	  +1.9595788955688477E+01	  +2.5253824218750000E+04	
  +5.6000000000000000E+01	  +1.9615709304809570E+01	  +2.5247654296875000E+04	
  +5.7000000000000000E+01	  +1.9625677108764648E+01	  +2.5200000000000000E+04	
  +5.8000000000000000E+01	  +1.9655763626098633E+01	  +2.5257380859375000E+04	
  +5.9000000000000000E+01	  +1.9674587249755859E+01	  +2.5250574218750000E+04	
  +6.0000000000000000E+01	  +1.9694391250610352E+01	  +2.5254361328125000E+04	
  +6.1000000000000000E+01	  +1.9713300704956055E+01	  +2.5255175781250000E+04	
  +6.2000000000000000E+01	  +1.9720090866088867E+01	  +2.5199998046875000E+04	
  +6.3000000000000000E+01	  +1.9736230850219727E+01	  +2.5200001953125000E+04	
  +6.4000000000000000E+01	  +1.9738922119140625E+01	  +2.5133220703125000E+04	
  +6.5000000000000000E+01	  +1.9781806945800781E+01	  +2.5267886718750000E+04	
  +6.6000000000000000E+01	  +1.9787387847900391E+01	  +2.5200000000000000E+04	
  +6.7000000000000000E+01	  +1.9803056716918945E+01	  +2.5199998046875000E+04	
  +6.8000000000000000E+01	  +1.9805496215820312E+01	  +2.5135355468750000E+04	
  +6.9000000000000000E+01	  +1.9832921981811523E+01	  +2.5199998046875000E+04	
  +7.0000000000000000E+01	  +1.9835630416870117E+01	  +2.5133089843750000E+04	
  +7.1000000000000000E+01	  +1.9863424301147461E+01	  +2.5200001953125000E+04	
  +7.2000000000000000E+01	  +1.9866065979003906E+01	  +2.5133642578125000E+04	
  +7.3000000000000000E+01	  +1.9893482208251953E+01	  +2.5199998046875000E+04	
  +7.4000000000000000E+01	  +1.9896009445190430E+01	  +2.5134625000000000E+04	
  +7.5000000000000000E+01	  +1.9922918319702148E+01	  +2.5200001953125000E+04	
  +7.6000000000000000E+01	  +1.9925313949584961E+01	  +2.5135699218750000E+04	
  +7.7000000000000000E+01	  +1.9951686859130859E+01	  +2.5200001953125000E+04	
  +7.8000000000000000E+01	  +1.9953952789306641E+01	  +2.5136785156250000E+04	
  +7.9000000000000000E+01	  +1.9979789733886719E+01	  +2.5200001953125000E+04	
  +8.0000000000000000E+01	  +1.9981927871704102E+01	  +2.5137857421875000E+04	
  +8.1000000000000000E+01	  +2.0007238388061523E+01	  +2.5200003906250000E+04	
  +8.2000000000000000E+01	  +2.0036188125610352E+01	  +2.5266898437500000E+04	
  +8.3000000000000000E+01	  +2.0024576187133789E+01	  +2.5135109375000000E+04	
  +8.4000000000000000E+01	  +2.0048620223999023E+01	  +2.5200001953125000E+04	
  +8.5000000000000000E+01	  +2.0050321578979492E+01	  +2.5141527343750000E+04	
  +8.6000000000000000E+01	  +2.0073976516723633E+01	  +2.5200001953125000E+04	
  +8.7000000000000000E+01	  +2.0075643539428711E+01	  +2.5141818359375000E+04	
  +8.8000000000000000E+01	  +2.0099065780639648E+01	  +2.5200001953125000E+04	
  +8.9000000000000000E+01	  +2.0112749099731445E+01	  +2.5200000000000000E+04	
  +9.0000000000000000E+01	  +2.0114027023315430E+01	  +2.5145076171875000E+04	
  +9.1000000000000000E+01	  +2.0136304855346680E+01	  +2.5200001953125000E+04	
  +9.2000000000000000E+01	  +2.0149522781372070E+01	  +2.5200001953125000E+04	
  +9.3000000000000000E+01	  +2.0161863327026367E+01	  +2.5200001953125000E+04	
  +9.4000000000000000E+01	  +2.0173959732055664E+01	  +2.5200001953125000E+04	
  +9.5000000000000000E+01	  +2.0174896240234375E+01	  +2.5147917968750000E+04	
  +9.6000000000000000E+01	  +2.0195884704589844E+01	  +2.5199996093750000E+04	
  +9.7000000000000000E+01	  +2.0208292007446289E+01	  +2.5200000000000000E+04	
  +9.8000000000000000E+01	  +2.0209161758422852E+01	  +2.5148498046875000E+04	
  +9.9000000000000000E+01	  +2.0229768753051758E+01	  +2.5200001953125000E+04	
  +1.0000000000000000E+02	  +2.0230775833129883E+01	  +2.5147332031250000E+04	
  +1.0100000000000000E+02	  +2.0241992950439453E+01	  +2.5154677734375000E+04	
  +1.0200000000000000E+02	  +2.0262018203735352E+01	  +2.5200000000000000E+04	
  +1.0300000000000000E+02	  +2.0262973785400391E+01	  +2.5147777343750000E+04	
  +1.0400000000000000E+02	  +2.0274026870727539E+01	  +2.5155248046875000E+04	
  +1.0500000000000000E+02	  +2.0293706893920898E+01	  +2.5200007812500000E+04	
  +1.0600000000000000E+02	  +2.0294565200805664E+01	  +2.5148572265625000E+04	
  +1.0700000000000000E+02	  +2.0305362701416016E+01	  +2.5155980468750000E+04	
  +1.0800000000000000E+02	  +2.0324632644653320E+01	  +2.5200001953125000E+04	
  +1.0900000000000000E+02	  +2.0325389862060547E+01	  +2.5149429687500000E+04	
  +1.1000000000000000E+02	  +2.0335920333862305E+01	  +2.5156718750000000E+04	
  +1.1100000000000000E+02	  +2.0354778289794922E+01	  +2.5200001953125000E+04	
  +1.1200000000000000E+02	  +2.0365896224975586E+01	  +2.5199998046875000E+04	
  +1.1300000000000000E+02	  +2.0366287231445312E+01	  +2.5152513671875000E+04	
  +1.1400000000000000E+02	  +2.0384832382202148E+01	  +2.5200001953125000E+04	
  +1.1500000000000000E+02	  +2.0385328292846680E+01	  +2.5151626953125000E+04	
  +1.1600000000000000E+02	  +2.0395195007324219E+01	  +2.5158398437500000E+04	
  +1.1700000000000000E+02	  +2.0413145065307617E+01	  +2.5200000000000000E+04	
  +1.1800000000000000E+02	  +2.0423681259155273E+01	  +2.5200000000000000E+04	
  +1.1900000000000000E+02	  +2.0423877716064453E+01	  +2.5154146484375000E+04	
  +1.2000000000000000E+02	  +1.2108548164367676E+01	  -1.4400000976562500E+04	
  +1.2100000000000000E+02	  +1.0822927474975586E+01	  -1.4414852539062500E+04	
  +1.2200000000000000E+02	  +1.0171541213989258E+01	  -1.4400000000000000E+04	
  +1.2300000000000000E+02	  +9.7173547744750977E+00	  -1.4400000000000000E+04	
  +1.2400000000000000E+02	  +9.3701171875000000E+00	  -1.4399998046875000E+04	
  +1.2500000000000000E+02	  +9.0857877731323242E+00	  -1.4400001953125000E+04	
  +1.2600000000000000E+02	  +8.8457727432250977E+00	  -1.4400000000000000E+04	
  +1.2700000000000000E+02	  +8.6381502151489258E+00	  -1.4400000976562500E+04	
  +1.2800000000000000E+02	  +8.4552764892578125E+00	  -1.4399999023437500E+04	
  +1.2900000000000000E+02	  +8.2919511795043945E+00	  -1.4399998046875000E+04	
  +1.3000000000000000E+02	  +8.1444721221923828E+00	  -1.4400000000000000E+04	
  +1.3100000000000000E+02	  +8.0101032257080078E+00	  -1.4400000976562500E+04	
  +1.3200000000000000E+02	  +7.8867654800415039E+00	  -1.4400000000000000E+04	
  +1.3300000000000000E+02	  +7.7728385925292969E+00	  -1.4400000976562500E+04	
  +1.3400000000000000E+02	  +7.6670370101928711E+00	  -1.4399998046875000E+04	
  +1.3500000000000000E+02	  +7.5683197975158691E+00	  -1.4400000000000000E+04	
  +1.3600000000000000E+02	  +7.4758377075195312E+00	  -1.4400000976562500E+04	
  +1.3700000000000000E+02	  +7.3888835906982422E+00	  -1.4400001953125000E+04	
  +1.3800000000000000E+02	  +7.3068647384643555E+00	  -1.4400000976562500E+04	
  +1.3900000000000000E+02	  +7.2292785644531250E+00	  -1.4399998046875000E+04	
  +1.4000000000000000E+02	  +7.1556959152221680E+00	  -1.4400001953125000E+04	
  +1.4100000000000000E+02	  +7.0857467651367188E+00	  -1.4400000976562500E+04	
  +1.4200000000000000E+02	  +7.0212302207946777E+00	  -1.4389925781250000E+04	
  +1.4300000000000000E+02	  +6.9558095932006836E+00	  -1.4400114257812500E+04	
  +1.4400000000000000E+02	  +6.8933620452880859E+00	  -1.4407064453125000E+04	
  +1.4500000000000000E+02	  +6.8332638740539551E+00	  -1.4414496093750000E+04	
  +1.4600000000000000E+02	  +6.7800459861755371E+00	  -1.4400000000000000E+04	
  +1.4700000000000000E+02	  +6.7266149520874023E+00	  -1.4400000000000000E+04	
  +1.4800000000000000E+02	  +6.6750612258911133E+00	  -1.4400000976562500E+04	
  +1.4900000000000000E+02	  +6.6253738403320312E+00	  -1.4400000976562500E+04	
  +1.5000000000000000E+02	  +6.5774526596069336E+00	  -1.4400000000000000E+04	
  +1.5100000000000000E+02	  +6.5311899185180664E+00	  -1.4399998046875000E+04	
  +1.5200000000000000E+02	  +6.4864864349365234E+00	  -1.4400000976562500E+04	
  +1.5300000000000000E+02	  +6.4431009292602539E+00	  -1.4399999023437500E+04	
  +1.5400000000000000E+02	  +6.4014005661010742E+00	  -1.4399999023437500E+04	
  +1.5500000000000000E+02	  +6.3608536720275879E+00	  -1.4400000000000000E+04	
  +1.5600000000000000E+02	  +6.3215370178222656E+00	  -1.4400000976562500E+04	
  +1.5700000000000000E+02	  +6.2833862304687500E+00	  -1.4400000000000000E+04	
  +1.5800000000000000E+02	  +6.2463407516479492E+00	  -1.4399998046875000E+04	
  +1.5900000000000000E+02	  +6.2103443145751953E+00	  -1.4399999023437500E+04	
  +1.6000000000000000E+02	  +6.1753425598144531E+00	  -1.4400000976562500E+04	
  +1.6100000000000000E+02	  +6.1412887573242188E+00	  -1.4400000976562500E+04	
  +1.6200000000000000E+02	  +6.1081376075744629E+00	  -1.4400000000000000E+04	
  +1.6300000000000000E+02	  +6.0758457183837891E+00	  -1.4400000000000000E+04	
  +1.6400000000000000E+02	  +6.0443744659423828E+00	  -1.4400000000000000E+04	
  +1.6500000000000000E+02	  +6.0136871337890625E+00	  -1.4400000976562500E+04	
  +1.6600000000000000E+02	  +5.9837493896484375E+00	  -1.4400000000000000E+04	
  +1.6700000000000000E+02	  +5.9545288085937500E+00	  -1.4400000976562500E+04	
  +1.6800000000000000E+02	  +5.9259948730468750E+00	  -1.4400000976562500E+04	
  +1.6900000000000000E+02	  +5.8981194496154785E+00	  -1.4400000976562500E+04	
  +1.7000000000000000E+02	  +5.8708763122558594E+00	  -1.4400000976562500E+04	
  +1.7100000000000000E+02	  +5.8442387580871582E+00	  -1.4400000976562500E+04	
  +1.7200000000000000E+02	  +5.8181848526000977E+00	  -1.4400000000000000E+04	
  +1.7300000000000000E+02	  +5.7926912307739258E+00	  -1.4400000976562500E+04	
  +1.7400000000000000E+02	  +5.7701940536499023E+00	  -1.4388326171875000E+04	
  +1.7500000000000000E+02	  +5.7455654144287109E+00	  -1.4391056640625000E+04	
  +1.7600000000000000E+02	  +5.7198548316955566E+00	  -1.4400001953125000E+04	
  +1.7700000000000000E+02	  +5.6962013244628906E+00	  -1.4400000000000000E+04	
  +1.7800000000000000E+02	  +5.6731390953063965E+00	  -1.4399999023437500E+04	
  +1.7900000000000000E+02	  +5.6505589485168457E+00	  -1.4399998046875000E+04	
  +1.8000000000000000E+02	  +5.6284279823303223E+00	  -1.4400000000000000E+04	
  +1.8100000000000000E+02	  +5.6067237854003906E+00	  -1.4400000000000000E+04	
  +1.8200000000000000E+02	  +5.5855507850646973E+00	  -1.4399427734375000E+04	
  +1.8300000000000000E+02	  +5.5644073486328125E+00	  -1.4400684570312500E+04	
  +1.8400000000000000E+02	  +5.5436115264892578E+00	  -1.4401444335937500E+04	
  +1.8500000000000000E+02	  +5.5231752395629883E+00	  -1.4403054687500000E+04	
  +1.8600000000000000E+02	  +5.5039544105529785E+00	  -1.4400000976562500E+04	
  +1.8700000000000000E+02	  +5.4845676422119141E+00	  -1.4400000000000000E+04	
  +1.8800000000000000E+02	  +5.4654788970947266E+00	  -1.4400000976562500E+04	
  +1.8900000000000000E+02	  +5.4452180862426758E+00	  -1.4407074218750000E+04	
  +1.9000000000000000E+02	  +5.4280152320861816E+00	  -1.4400000976562500E+04	
  +1.9100000000000000E+02	  +5.4099712371826172E+00	  -1.4400000000000000E+04	
  +1.9200000000000000E+02	  +5.3900532722473145E+00	  -1.4409945312500000E+04	
  +1.9300000000000000E+02	  +5.3722085952758789E+00	  -1.4409785156250000E+04	
  +1.9400000000000000E+02	  +5.3568267822265625E+00	  -1.4399998046875000E+04	
  +1.9500000000000000E+02	  +5.3400206565856934E+00	  -1.4400000000000000E+04	
  +1.9600000000000000E+02	  +5.3233480453491211E+00	  -1.4400000976562500E+04	
  +1.9700000000000000E+02	  +5.3068990707397461E+00	  -1.4400000000000000E+04	
  +1.9800000000000000E+02	  +5.2906847000122070E+00	  -1.4400000976562500E+04	
  +1.9900000000000000E+02	  +5.2747063636779785E+00	  -1.4400000976562500E+04	
  +2.0000000000000000E+02	  +5.2589612007141113E+00	  -1.4400000976562500E+04	
  +2.0100000000000000E+02	  +5.2434444427490234E+00	  -1.4400000000000000E+04	
  +2.0200000000000000E+02	  +5.2281522750854492E+00	  -1.4400000000000000E+04	
  +2.0300000000000000E+02	  +5.2130780220031738E+00	  -1.4400000976562500E+04	
  +2.0400000000000000E+02	  +5.1982178688049316E+00	  -1.4400000976562500E+04	
